true_class,pred_class,kl_loss,E_norm,S_cond,rad
0,0,0.04096356779336929,1.0068745059211435e-06,5.791342176163445,7.180136812772547e-07
0,0,0.0019995123147964478,0.017935939974613842,8.763168820209092,0.012310467343197939
0,0,0.02940506301820278,1.2963357827152066e-07,15.374575693068367,1.2091199957217985e-07
0,0,0.5544725060462952,4.4743650684765355e-05,6.048118968700871,2.7580408125098614e-05
0,0,0.11962535977363586,1.2086349168967109e-05,112.36012801532279,8.209566094170084e-06
0,0,0.03293917700648308,0.0,19.113967742574093,0.0
0,0,0.032937824726104736,4.778230657929039e-08,6.3255221874722745,3.234776107075846e-08
0,0,0.17777681350708008,3.1024420334503463e-06,39.30594766682623,2.3936890407135114e-06
0,0,0.1963309347629547,3.846256303445328e-06,115.63527741489158,2.1012928708197325e-06
0,0,0.005662932991981506,0.0027821665378056984,56.37110574637628,0.0023161805546811293
0,0,0.21281133592128754,3.820532441346935e-06,22.631760861507704,3.32742074759991e-06
0,0,0.6153277158737183,6.309907209198092e-05,8.25236106105248,5.469110463403279e-05
0,0,0.0020981431007385254,0.026178303408751956,18.94451755704359,0.013910550474962818
0,0,0.007031869143247604,0.00024857242104070584,12.309016564290717,0.00019920390733319736
0,0,0.003029569983482361,0.001050700495924709,5.693683662365799,0.0009304401816106352
0,0,0.18125537037849426,3.0581295873252965e-06,35.15514154232304,1.9923292762481454e-06
0,0,0.0006254017353057861,0.008101067284036059,22.182152704996607,0.007280774158657427
0,0,0.3859909772872925,0.0004378239348507001,4.324362715223922,0.00021070754766830188
0,0,0.6450148820877075,7.601248329171889e-05,3.6571231644116393,5.050348828041753e-05
0,0,0.0031522661447525024,0.02840789351684407,3.15526874430748,0.024521583104474203
0,0,0.0031886775977909565,4.768549563747737e-07,5.651373456654548,2.3003003336607413e-07
0,0,0.16898974776268005,2.824733132676118e-06,70.33947802590802,2.1190751886021104e-06
0,0,0.03293917700648308,0.0,3.847385878863971,0.0
0,0,0.03293940797448158,1.314129613601343e-08,17.44596210945342,1.0040839900017557e-08
0,0,0.03293917700648308,0.0,65.58233709201218,0.0
0,0,0.05604822561144829,0.00024559421905413276,79.17339202340725,0.00018554428226094804
0,0,0.0037482380867004395,0.0035202062152842216,10.377827386194761,0.002262695583049232
0,0,0.03293871507048607,1.8874313875822596e-08,9.613350498994729,1.3619436766231885e-08
0,0,0.03293917700648308,1.1338376404956888e-08,16.361889596418596,4.102593314890045e-09
0,0,0.025773808360099792,1.5879213047403604e-07,40.07440619996225,6.470600254380675e-08
0,0,0.06755289435386658,1.3044600588703589e-06,7.709314759526636,6.428079904431954e-07
0,0,0.025959327816963196,8.36913093549048e-07,12.4116250246762,6.621864707570368e-07
0,0,0.032929327338933945,5.732792341452479e-08,17.762131275788054,3.261051139534019e-08
0,0,0.13981279730796814,1.3964888584008354e-05,50.83518109477625,9.986807063964045e-06
0,0,0.03293173015117645,5.492721020954172e-08,3.6447985145461335,3.296002282819581e-08
0,0,0.022886689752340317,8.00553516867705e-07,7.917882767135636,5.911011710535828e-07
0,0,0.01119464635848999,0.0014690929061542731,9.532268063656261,0.0013906598055916524
0,0,0.032939061522483826,3.04660564374735e-08,12.02797062769775,2.917396473925025e-08
0,0,0.0025907419621944427,0.0008500137967934998,5.714422995613742,0.0006074876228620422
0,0,0.08110757917165756,1.4659743443462422e-06,12.595352112897766,7.623407689115247e-07
0,0,0.00980469211935997,2.7930830335391336e-07,2.289839212539642,1.9168349132393718e-07
0,0,0.03293929249048233,3.073604935994701e-08,7.688680325475621,2.380220521077164e-08
0,0,0.03293917700648308,0.0,80.5530264454939,0.0
0,1,0.016752228140830994,0.018588780963624454,34.24999510496936,0.009228201803804301
0,0,0.49950870871543884,2.605365378906179e-05,5.832606065715362,1.957053789236678e-05
0,0,0.021947599947452545,0.0008839619887418403,25.593208771395766,0.0006906795814018217
0,0,0.4769464135169983,5.310068266108601e-05,15.442812700423541,3.8827151973294374e-05
0,0,0.007007432170212269,5.778148369819414e-07,6.080790615656334,3.243707221447461e-07
0,0,0.032939061522483826,1.1038438900671664e-08,30.24219472457859,7.010277540108466e-09
0,0,0.2812853455543518,6.218421951375005e-06,31.396045674575195,5.17973417178447e-06
0,0,0.508696436882019,2.6870087143578935e-05,7.415228473578563,1.1381924668270334e-05
0,0,0.4211544990539551,1.4653469838986922e-05,3.9067288818306176,9.264154235756602e-06
0,0,0.023403983563184738,1.7528584395337334e-07,34.767974958865935,1.1451859935846872e-07
0,0,0.032103363424539566,9.62626737961196e-08,5.913055752927746,5.521984561584582e-08
0,0,0.03293917700648308,0.0,73.68740012685194,0.0
0,0,0.022271767258644104,7.928429706993122e-07,4.955346958296182,5.148043355183944e-07
0,0,0.0329594761133194,2.1113943282715555e-08,477.1696422469892,1.0054517748292094e-08
0,0,0.032939519733190536,1.5876925615451982e-08,15.395820818453316,1.2656671929468091e-08
0,0,0.5118486285209656,2.9083807548078456e-05,9.423109239748973,2.6144010054335957e-05
0,0,0.004403792321681976,0.0030709616552032034,12.00413850090228,0.0014201021973514933
0,0,0.502252459526062,2.5993771557047503e-05,4.729892663808093,1.2185373719876368e-05
0,0,0.03293917700648308,0.0,2.3290766905271667,0.0
0,0,0.35509535670280457,9.362794632469803e-06,5.783788158893229,5.862534527479664e-06
0,0,0.012688010931015015,0.0015745575727210595,33.12423472000993,0.0007257203361482257
0,0,0.002823188900947571,0.024479659301585726,6.949833945852647,0.019710797046161743
0,0,0.03293917700648308,0.0,5.211882282880499,0.0
0,0,0.5050030946731567,2.645803218846921e-05,11.445903890446536,1.151401206022331e-05
